bookID,title,authors,average_rating,isbn,language_code,ratings_count,price
4703,The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,3.3,307275698,eng,409,284
4704,Ocean Star Express,Mark Haddon-Peter   Sutton,3.5,000664600X,eng,1,285
4707,El curioso incidente del perro a medianoche,Mark Haddon-Patricia Antón de Vez,3.87,8478889108,spa,3841,286
4711,The Beautiful and Damned,F. Scott Fitzgerald,3.75,140180575,eng,110,287
4714,The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass,3.76,195024923,spa,82,288
4717,This Side of Paradise (Paradise  #1),Steven L. Layne,3.74,1589802543,eng,536,289
4723,Trimalchio,F. Scott Fitzgerald-James L.W. West III,4.42,521890470,eng,37,290
4729,Milarepa,Éric-Emmanuel Schmitt,3.19,2226093524,fre,1204,291
4737,The Bookshop,Penelope Fitzgerald,3.32,6543545,eng,454,292
4738,Souvenir of Canada 2,Douglas Coupland,3.83,1553650433,eng,330,293
4739,Souvenir of Canada,Douglas Coupland,3.85,1550549170,en-US,884,294
4742,The Illustrated Art of War,Sun Tzu-Samuel B. Griffith,3.97,019518999X,eng,86,295
4745,World War 3 Illustrated: Confrontational Comics,Scott   Cunningham-Peter Kuper-Seth Tobocman-Sabrina Jones,3.85,1568580398,eng,20,296
4746,Master Index: An Illustrated Guide,Time-Life Books,3.47,809447967,eng,15,297
4752,A New Hope: The Illustrated Screenplay (Star Wars  Episode IV),George Lucas,4.19,345420691,eng,12,298
4764,Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,Robert L. O'Connell-John    Batchelor,4.08,684844079,en-US,36,299
4767,Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,George Lucas,3.92,345431103,eng,257,300
4777,Warfare in the Classical World: An Illustrated Encyclopedia of Weapons  Warriors  and Warfare in the Ancient Civilizations of Greece and Rome,John Warry-Phillip de ste. Croix,4.13,806127945,eng,371,301
4796,The Winter of Our Discontent,John Steinbeck-Susan Shillinglaw,3.99,143039482,eng,30894,302
4799,Cannery Row,John Steinbeck,4.03,014200068X,eng,92582,303
4801,The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck-Elaine Steinbeck-Robert DeMott,4.41,1883011159,eng,870,304
4802,Tortilla Flat,John Steinbeck,3.83,141185112,en-GB,419,305
4803,The Log from the Sea of Cortez,John Steinbeck-Richard Astro,3.84,141186070,eng,3226,306
4805,The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel-William J.H. Andrewes-William J. H. Andrewes,4.09,802775934,eng,166,307
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel-Neil Armstrong,3.96,802714625,eng,43661,308
4808,Latitude and Longitude (Rookie Read-About Geography),Rebecca Aberg-Jeanne Clidas,3.58,516277650,eng,1,309
4812,The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.67,964432900,eng,9,310
4813,1421: The Year China Discovered America,Gavin Menzies,3.59,006054094X,eng,11289,311
4817,Dr. Desirable,Kristi Gold,3.24,373764219,eng,19,312
4820,Mayflower: A Story of Courage  Community  and War,Nathaniel Philbrick,3.87,670037605,eng,29543,313
4824,Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.43,874850916,eng,6,314
4829,Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.43,140072144,en-US,25,315
4830,Shalimar the Clown,Salman Rushdie,3.87,679783482,eng,11110,316
4832,Midnight's Children,Salman Rushdie,3.99,330267140,en-GB,335,317
4834,The Satanic Verses,Salman Rushdie,3.71,670825379,eng,1175,318
4835,Haroun and the Sea of Stories (Khalifa Brothers  #1),Salman Rushdie-Paul Birkbeck,4.01,670886580,eng,21536,319
4836,Fury,Salman Rushdie,3.29,99421860,eng,6551,320
4845,Code Complete,Steve McConnell,4.29,735619670,en-US,6734,321
4855,How to Live on 24 Hours a Day,Arnold Bennett,3.66,1406922900,eng,2477,322
4864,Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,4.16,1578660394,eng,108,323
4866,How to Stop Worrying and Start Living,Dale Carnegie,4.11,671035975,eng,57572,324
4870,How To Enjoy Your Life And Your Job,Dale Carnegie-Dorothy Carnegie,3.95,671708260,eng,1750,325
4873,The Leader In You: How to Win Friends  Influence People and Succeed in a Changing World,Dale Carnegie-Stuart R. Levine-Michael A. Crom,4.09,671519980,eng,3550,326
4874,The Decoration of the Torre de la Parada (Corpus Rubenianum Ludwig Burchard  Part IX) (Corpus Rubenianum Ludwig Burchard),Svetlana Alpers,5,199210152,eng,1,327
4887,The Drama of the Gifted Child: The Search for the True Self,Alice  Miller-Ruth Ward,4.09,465016901,eng,11373,328
4888,The Drama of the Gifted Child: The Search for the True Self,Alice  Miller,4.09,046501691X,en-US,94,329
4894,Who Moved My Cheese?,Spencer Johnson-Kenneth H. Blanchard,3.78,91883768,eng,288074,330
4898,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim-Renée Mauborgne,3.89,1591396190,eng,40936,331
4900,Heart of Darkness,Joseph Conrad,3.42,1892295490,eng,299880,332
4901,Heart of Darkness,Joseph Conrad-Paul B. Armstrong,3.42,393926362,en-US,2871,333
4902,Heart of Darkness,Joseph Conrad,3.42,1580495753,en-US,2390,334
4903,Heart of Darkness,Joseph Conrad-A.N. Wilson,3.42,184391008X,en-US,340,335
4905,Heart of Darkness,Joseph Conrad,3.42,141182431,en-US,776,336
4906,Heart of Darkness and Other Tales,Joseph Conrad-Cedric Watts,3.58,192801724,eng,3679,337
4907,Heart of Darkness,Joseph Conrad,3.42,159224646X,eng,93,338
4909,Teacher Man (Frank McCourt  #3),Frank McCourt,3.75,743243781,eng,25726,339
4912,'Tis A Memoir (Frank McCourt  #2),Frank McCourt,3.68,6551815,eng,44179,340
4916,Angela's Ashes,Frank McCourt,4.1,7718721,eng,705,341
4921,Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89,140621334,eng,36037,342
4922,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,486451100,eng,209,343
4924,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,1904919529,eng,50,344
4925,Three Men in a Boat,Jerome K. Jerome,3.89,141441216,eng,734,345
4926,Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome-Jeremy Lewis,4.09,140437509,en-US,2243,346
4929,Kafka on the Shore,Haruki Murakami-Philip Gabriel,4.13,1400079276,eng,206089,347
4931,海邊的卡夫卡 上,Haruki Murakami-村上春樹-賴明珠,4.07,9571338400,zho,66,348
4933,The Brothers Karamazov,Fyodor Dostoyevsky-Constance Garnett-Manuel Komroff-John Bayley,4.32,451527348,eng,977,349
4934,The Brothers Karamazov,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.32,374528373,eng,177444,350
4935,The Brothers Karamazov,Fyodor Dostoyevsky-David McDuff,4.32,140449248,eng,1497,351
4936,The Brothers Karamazov,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.32,679729259,eng,608,352
4937,The Brothers Karamazov,Fyodor Dostoyevsky-Constance Garnett,4.32,486437914,eng,1903,353
4938,The Brothers Karamazov,Fyodor Dostoyevsky-Simon Vance-Thomas R. Beyer Jr.,4.32,1596440791,eng,19,354
4940,The Brothers Karamazov,Fyodor Dostoyevsky-Constance Garnett-Maire Jaanus,4.32,159308045X,eng,1011,355
4942,CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts-Gary Carey,3.5,764538136,en-GB,4,356
4943,Hungry Planet,Peter Menzel-Faith D'Aluisio,4.44,1580086810,eng,1420,357
4944,The Very Hungry Caterpillar,Eric Carle,4.29,399226907,eng,3773,358
4945,The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear (Child's Play Library),Don    Wood,4.31,859533301,en-US,60,359
4947,One Hundred Hungry Ants,Elinor J. Pinczes-Bonnie Mackain,4.05,395971233,en-US,2061,360
4948,The Very Hungry Caterpillar,Eric Carle,4.29,241003008,eng,340101,361
4950,The Hungry Tide,Amitav Ghosh,3.94,061871166X,eng,11220,362
4951,Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,3.97,452270839,eng,717,363
4952,What Is the What,Dave Eggers,4.16,1932416641,eng,64088,364
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,375725784,eng,154166,365
4954,You Shall Know Our Velocity!,Dave Eggers,3.63,1400033543,eng,25360,366
4955,How We Are Hungry,Dave Eggers,3.75,1400095565,eng,11823,367
4956,How We Are Hungry: Stories,Dave Eggers,3.75,1932416137,eng,486,368
4963,Merry Christmas  Stinky Face,Lisa McCourt-Cyd Moore,3.99,439635772,eng,19,369
4964,Love You Until--,Lisa McCourt-Cyd Moore,4.67,809166585,eng,3,370
4965,Year of Wonders,Geraldine Brooks,4.01,142001430,eng,115677,371
4966,The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,Tanya Remer Altmann-American Academy of Pediatrics,3.49,553804766,en-US,54,372
4967,The Seven-Year-Old Wonder Book,Isabel Wyatt-Alyson MacNeill,4.21,863155278,eng,117,373
4978,Wolves of the Calla (The Dark Tower  #5),Stephen King-Bernie Wrightson,4.19,141651693X,eng,120906,374
4979,A Man Without a Country,Kurt Vonnegut-Daniel Simon,4.08,081297736X,eng,32592,375
4980,Breakfast of Champions,Kurt Vonnegut,4.08,385334206,eng,193395,376
4981,Slaughterhouse-Five,Kurt Vonnegut,4.07,385333846,eng,951021,377
4982,The Sirens of Titan,Kurt Vonnegut,4.16,1857988841,eng,85089,378
4983,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),Harold Bloom-Terry Southern-David H. Goldsmith-James Lundquist-Lawrence R. Broer-Peter J. Reed-Loree Rackstraw-William S. Doxey-Jerome Klinkowitz-Richard Giannone-John L. Simons-Leonard Mustazza-Zoltan Ab di-Nagy-Peter Freese-Wendy B. Faris,4.35,791071685,eng,28191,379
4984,Bagombo Snuff Box,Kurt Vonnegut,3.72,99282968,en-GB,7849,380
4985,Welcome to the Monkey House,Kurt Vonnegut,4.14,385333501,eng,44749,381
4986,God Bless You  Dr. Kevorkian,Kurt Vonnegut,3.84,743422007,eng,12423,382
4987,Jailbird,Kurt Vonnegut,3.81,385333900,eng,17241,383
4988,Fates Worse Than Death,Kurt Vonnegut,3.86,425134067,en-US,3112,384
4989,The Red Tent,Anita Diamant,4.17,312353766,eng,453899,385
4990,Inside the Red Tent,Sandra Hack Polaski,3.94,827230281,eng,174,386
4991,Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,4.13,826415741,eng,439,387
4995,La tienda roja,Anita Diamant,4.17,8478883975,spa,36,388
4997,La Jeune fille à la perle,Tracy Chevalier-Marie-Odile Fortier-Masek,3.87,2070417948,fre,536,389
4999,Iron Kingdom: The Rise and Downfall of Prussia  1600–1947,Christopher   Clark,4.14,674023854,eng,2413,390
5004,Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,786918144,eng,840,391
5005,Berlin: The Downfall  1945,Antony Beevor,4.28,670886955,eng,236,392
5008,El azul de la virgen,Tracy Chevalier,3.66,8466313591,spa,48,393
5015,Saturday,Ian McEwan,3.63,1400076196,eng,50926,394
5027,I Love Saturdays y domingos,Alma Flor Ada-Elivia Savadier,4.03,068987409X,en-US,33,395
5038,The Pillars of Creation (Sword of Truth  #7),Terry Goodkind,3.68,765340747,eng,46789,396
5043,The Pillars of the Earth (Kingsbridge  #1),Ken Follett,4.31,451207149,eng,530446,397
5051,A Dangerous Fortune,Ken Follett,4.03,330332651,eng,147,398
5053,The Man From St. Petersburg,Ken Follett,3.87,451208706,eng,15320,399
5055,Night Over Water,Ken Follett,3.81,451211472,eng,13965,400
5057,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.94,375760946,en-GB,628,401
5058,On Wings of Eagles,Ken Follett,3.93,451213092,eng,7462,402
5061,La verdad acerca de las Industrias Farmacéuticas: cómo nos engaña y qué hacer al respecto,Marcia Angell,3.94,9580493510,spa,3,403
5062,Jackdaws,Ken Follett,3.95,451219597,eng,20048,404
5065,Whiteout,Ken Follett-David Tennant,3.56,1405052716,eng,12,405
5066,Jackdaws,Ken Follett,3.95,451207521,eng,352,406
5069,Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,Yukito Kishiro,4.1,1421508656,eng,309,407
5071,Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,Yukito Kishiro,4.12,1421504332,eng,313,408
5073,Gunnm Last Order  Tome 01,Yukito Kishiro,4.06,2723439801,fre,47,409
5077,Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,John E. Upledger,4.09,1556432461,eng,234,410
5084,My Life in France,Julia Child-Alex Prud'Homme,4.17,1400043468,eng,67593,411
5088,A Short History Of Nearly Everything,Bill Bryson,4.2,096573840X,eng,28,412
5089,A Short History of Nearly Everything (Illustrated Edition),Bill Bryson,4.2,385663552,eng,28,413
5094,The Drawing of the Three (The Dark Tower  #2),Stephen King,4.23,451210859,eng,163647,414
5095,The Waste Lands (The Dark Tower  #3),Stephen King,4.24,034082977X,eng,1073,415
5096,Wizard and Glass (The Dark Tower  #4),Stephen King-Dave McKean,4.25,340829788,eng,122796,416
5098,The Gunslinger (The Dark Tower  #1),Stephen King,3.96,340829753,eng,1598,417
5102,The Handmaid's Tale,Margaret Atwood-Valerie Martin,4.09,307264602,eng,1992,418
5104,The Handmaid's Tale,Margaret Atwood,4.09,435124099,en-GB,496,419
5107,The Catcher in the Rye,J.D. Salinger,3.8,316769177,eng,2318478,420
5110,The Catcher In The Rye,J.D. Salinger,3.8,553134329,eng,232,421
5111,The Catcher in the Rye - Barron's Book Notes,Barron's,3.72,812034074,eng,779,422
5113,Franny and Zooey,J.D. Salinger,3.98,316769029,eng,162510,423
5114,Raise High the Roof Beam  Carpenters & Seymour: An Introduction,J.D. Salinger,4.12,316766941,eng,39655,424
5116,For Esme—With Love and Squalor  and Other Stories,J.D. Salinger,4.19,140237534,eng,2268,425
5128,The Doors of Perception & Heaven and Hell,Aldous Huxley,3.94,60595183,eng,27716,426
5129,Brave New World,Aldous Huxley-Felisberto Albuquerque,3.98,60929871,eng,1173739,427
5130,Island,Aldous Huxley,3.85,60085495,eng,17583,428
5131,The Perennial Philosophy,Aldous Huxley,4.23,006057058X,eng,2959,429
5132,Huxley and God: Essays on Religious Experience,Aldous Huxley-Huston Smith-Jacqueline Hazard Bridgeman,4.31,824522524,eng,96,430
5134,Moksha: Writings on Psychedelics & the Visionary Experience,Aldous Huxley-Michael Horowitz-Cynthia Palmer,4.17,892817585,eng,382,431
5135,Point Counter Point,Aldous Huxley,3.85,1564781313,eng,9227,432
5136,After Many a Summer Dies the Swan,Aldous Huxley,3.75,1566630185,en-US,1975,433
5137,The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,4.12,141183780,en-GB,4643,434
5139,The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,3.73,307275558,eng,723487,435
5144,Arundhati Roy's The God of Small Things: A Reader's Guide,Julie Mullaney,4,826453279,en-GB,304,436
5148,A Separate Peace,John Knowles,3.57,743253973,eng,169719,437
5153,The Corrections,Jonathan Franzen,3.79,374701849,eng,161,438
5157,Black and Blue,Anna Quindlen,3.88,385333137,eng,73165,439
5158,A Virtuous Woman,Kaye Gibbons,3.68,375703063,eng,22632,440
5159,Here on Earth,Alice Hoffman,3.69,425169693,eng,41850,441
5160,The Heart of a Woman,Maya Angelou,4.2,375500723,eng,17403,442
5161,The Deep End of the Ocean (Cappadora Family  #1),Jacquelyn Mitchard,3.86,140286276,eng,110552,443
5163,The Heart Is a Lonely Hunter,Carson McCullers,3.97,618526412,eng,2594,444
5167,Cane River,Lalita Tademy,4.05,446678457,eng,41627,445
5168,Where the Heart Is,Billie Letts,4.01,446672211,eng,220846,446
5169,Oprah Winfrey,Katherine E. Krohn,3.82,822550008,eng,35,447
5171,Drowning Ruth,Christina Schwarz,3.74,345439104,eng,72319,448
5174,Fall on Your Knees,Ann-Marie MacDonald,3.96,743466527,eng,54468,449
5175,What Looks Like Crazy on an Ordinary Day (Idlewild  #1),Pearl Cleage,3.72,038079487X,eng,18983,450
5176,While I Was Gone,Sue Miller,3.68,345443284,eng,55166,451
5179,Mother of Pearl,Melinda Haynes,3.68,671774670,eng,18590,452
5180,The Rapture of Canaan,Sheri Reynolds,3.81,425162443,eng,31885,453
5182,Songs in Ordinary Time,Mary McGarry Morris,3.7,140244824,eng,29564,454
5186,Breath  Eyes  Memory,Edwidge Danticat,3.87,037570504X,eng,24348,455
5187,The Book of Ruth,Jane Hamilton,3.84,385265700,en-US,61475,456
5190,Open House,Elizabeth Berg,3.7,345435168,eng,52515,457
5191,The Pilot's Wife,Anita Shreve,3.52,316601950,eng,76839,458
5194,The Reader,Bernhard Schlink-Carol Brown Janeway,3.75,375707972,eng,3477,459
5196,Tara Road,Maeve Binchy,3.9,440235596,eng,64863,460
5197,A Lesson Before Dying,Ernest J. Gaines,3.94,375702709,eng,45096,461
5198,Paradise,Toni Morrison,3.79,452280397,eng,18964,462
5199,One Hundred Years of Solitude,Gabriel García Márquez,4.06,060630052X,eng,43,463
5202,The Treasure Hunt: A Little Bill Book,Bill Cosby-Varnette P. Honeywood,3.29,590956183,eng,351,464
5203,She's Come Undone,Wally Lamb,3.86,671021001,eng,281643,465
5204,We Were the Mulvaneys,Joyce Carol Oates,3.72,452282829,eng,83736,466
5205,A Map of the World,Jane Hamilton-Frank  Muller-C.J. Critt,3.8,385720106,en-GB,67012,467
5207,Daughter of Fortune,Isabel Allende-Margaret Sayers Peden,3.9,006019491X,eng,968,468
5209,The Meanest Thing To Say,Bill Cosby-Varnette P. Honeywood-Varnette Hon Eywood,3.53,590956167,eng,956,469
5210,The Good Earth,Pearl S. Buck,3.98,743272935,en-US,3908,470
5211,A Fine Balance,Rohinton Mistry,4.36,140003065X,eng,108208,471
5212,The Best Way to Play: A Little Bill Book,Bill Cosby-Varnette P. Honeywood-Varnette Honeywood,3.48,590956175,eng,394,472
5213,White Oleander,Janet Fitch,3.95,316284955,eng,3031,473
5214,Cry  the Beloved Country,Alan Paton,3.89,743262174,eng,3035,474
5215,One Hundred Years of Solitude,Gabriel García Márquez-Gregory Rabassa,4.06,60740450,eng,3371,475
5216,Song of Solomon,Toni Morrison,4.04,452260116,en-US,1647,476
5217,One Hundred Years of Solitude,Gabriel García Márquez-Gregory Rabassa,4.06,1417735988,eng,84,477
5218,One Hundred Years of Solitude,Gabriel García Márquez,4.06,606349154,eng,18,478
5219,The Bluest Eye,Toni Morrison,4,452282195,en-GB,3262,479
5220,The Poisonwood Bible,Barbara Kingsolver,4.05,60930535,eng,5449,480
5222,East of Eden,John Steinbeck,4.37,1417704748,eng,67,481
5230,Vergeef me,Wally Lamb-Inge de Heer,4.18,9022530078,nl,55,482
5236,A sud delle nuvole,Wally Lamb,3.86,8878189650,ita,4,483
5237,The Crusader: Ronald Reagan and the Fall of Communism,Paul Kengor,4.2,61136905,eng,132,484
5240,Ronald Reagan: How an Ordinary Man Became an Extraordinary Leader,Dinesh D'Souza,4.12,684848236,eng,1027,485
5246,Ethan Frome,Edith Wharton,3.38,142437808,eng,87790,486
5249,Ethan Frome and Summer,Edith Wharton-Elizabeth Strout,3.86,375757287,eng,472,487
5254,A Son at the Front,Edith Wharton-Shari Benstock,3.5,087580568X,eng,170,488
5255,Collected Stories  1891-1910,Edith Wharton-Maureen Howard,4.3,1883011930,eng,51,489
5261,A Backward Glance,Edith Wharton-Louis Auchincloss,3.77,684847558,eng,493,490
5269,Edith Wharton's The Age of Innocence (Bloom's Modern Critical Interpretations),Harold Bloom-Edith Wharton,3.71,791081265,eng,11,491
5289,Complete Works of Oscar Wilde,Oscar Wilde-Merlin Holland,4.45,7144350,eng,11732,492
5294,Oscar Wilde,Richard Ellmann,4.24,394759842,eng,2616,493
5296,An Ideal Husband,Oscar Wilde,4.04,048641423X,eng,32213,494
5297,The Picture of Dorian Gray,Oscar Wilde-Jeffrey Eugenides,4.07,375751513,eng,705175,495
5304,De Profundis and Other Writings,Oscar Wilde-Hesketh Pearson,4.21,014043089X,eng,2253,496
5305,Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),Ravi Zacharias,3.93,1590528603,en-US,501,497
5306,Travels with Charley: In Search of America,John Steinbeck,4.08,142000701,eng,52914,498
5307,Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck-Elaine Steinbeck-Robert DeMott,4.37,1883011019,eng,350,499
5308,The Pearl,John Steinbeck,3.45,142000698,eng,153111,500
5309,The Life and Times of Scrooge McDuck,Don Rosa,4.66,911903968,eng,2336,501
5310,The Life and Times of Scrooge McDuck Companion,Don Rosa,4.47,1888472405,eng,938,502
5314,The Last Christmas of Ebenezer Scrooge,Marvin Kaye,4.13,1592241336,eng,14,503
5316,Uncle Scrooge #359,Don Rosa-Carl Barks-Lars Jensen-Pat McGreal-Carol McGreal-Frank Jonker-Romano Scarpa-Mau Heymans-José Massaroli,4,1888472421,eng,9,504
5319,A Christmas Story,Jean Shepherd,4.09,767916220,eng,2879,505
5322,The Christmas Story,Jane Werner Watson-Eloise Wilkin,4.42,307989135,en-US,1234,506
5327,A Christmas Carol,Charles Dickens-P.J. Lynch,4.04,763631205,en-CA,4201,507
5328,A Christmas Carol,Charles Dickens,4.04,1580495796,eng,6415,508
5330,The Annotated Christmas Carol,Charles Dickens-Michael Patrick Hearn-John Leech,4.04,393051587,eng,251,509
5332,Charles Dickens' A Christmas Carol,Jane Parker Resnick-Christian Birmingham,4.13,762408480,eng,56,510
5337,Little Dorrit,Charles Dickens-Hablot Knight Browne-David Gates,3.98,037575914X,eng,286,511
5338,A Christmas Carol and Other Christmas Writings,Charles Dickens-Michael Slater,4.13,140439056,eng,29719,512
5342,The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,4,684865378,eng,1652,513
5344,Hard Times,Charles Dickens,3.52,321107217,eng,39387,514
5345,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.81,385517238,eng,49023,515
5346,The Last Juror,John Grisham,3.86,385339682,eng,68300,516
5347,Bleachers,John Grisham,3.47,99468190,eng,30096,517
5348,The Testament,John Grisham-Jorma-Veikko Sappinen,3.85,440234743,eng,85975,518
5349,The Rainmaker,John Grisham,3.93,385339607,eng,146553,519
5350,The Partner,John Grisham,3.91,385339100,eng,93917,520
5351,The Street Lawyer,John Grisham,3.83,385339097,eng,86911,521
5352,The Summons,John Grisham,3.69,385339593,eng,56780,522
5354,The Brethren,John Grisham,3.73,385339674,eng,73858,523
5355,The Chamber,John Grisham,3.78,385339666,eng,109897,524
5356,The King of Torts,John Grisham,3.67,385339658,eng,65756,525
5357,Skipping Christmas,John Grisham,3.48,99481685,eng,44098,526
5358,The Firm,John Grisham-Robin Waterfield,4,582418275,eng,522946,527
5359,The Client,John Grisham,3.99,385339089,eng,351882,528
5360,A Painted House,John Grisham,3.69,385337930,eng,65551,529
5362,The Summons / The Brethren,John Grisham-Michael Beck-Frank  Muller,3.99,739342770,eng,229,530
5364,Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,385335970,eng,208928,531
5367,The Great Book of Amber (The Chronicles of Amber  #1-10),Roger Zelazny,4.3,380809060,eng,22974,532
5368,Forever Amber,Kathleen Winsor,3.99,141009829,eng,14129,533
5370,Amber Brown Is Green With Envy,Paula Danziger-Tony Ross,3.96,439071712,en-GB,812,534
5371,Amber Brown Is Not a Crayon,Paula Danziger-Tony Ross,3.84,142406198,eng,4700,535
5372,Amber and Ashes (Dragonlance: The Dark Disciple  #1),Margaret Weis,3.86,786937424,eng,2560,536
5373,The Waste Lands (The Dark Tower  #3),Stephen King-Ned Dameron,4.24,747411875,eng,73,537
5374,The Dragon's Eye (Dragonology Chronicles  #1),Dugald A. Steer-Douglas Carrel,3.82,763628107,eng,2139,538
5376,Dragon's Eye (Stonefort  #1),James A. Hetley,3.42,441013724,en-US,132,539
5377,Eye of the Dragon (Fighting Fantasy: Reissues 1  #21),Ian Livingstone,3.51,1840466421,eng,41,540
5387,An Eye For The Dragon: Southeast Asia Observed  1954-1986 (New Edition),Dennis Bloodworth,4.11,997165217X,eng,0,541
5396,Dragon's Eye,Christopher Stasheff-William R. Forstchen-Nick DiChario-S.N. Lewitt-Bill Fawcett-Mike Resnick-Mickey Zucker Reichert-S.M. Stirling-Diane Duane-Jody Lynn Nye-Roland J. Green-Teresa Patterson-Judith R. Conly,3.46,671876090,en-GB,41,542
5399,The Stand,Stephen King,4.34,1568495714,eng,412,543
5402,"Stand Back "" Said the Elephant  ""I'm Going to Sneeze!",Patricia Thomas-Wallace Tripp,4.39,688093388,eng,958,544
5404,Here I Stand: A Life of Martin Luther,Roland H. Bainton,4.08,452011469,eng,2638,545
5405,Rebel Stand (Enemy Lines  #2) (Star Wars: The New Jedi Order  #12),Aaron Allston,3.84,345428684,eng,5825,546
5412,The Stand: Das letzte Gefecht,Stephen King-Joachim Körber,4.34,3404134117,ger,229,547
5413,'Salem's Lot,Stephen King-Jerry N. Uelsmann,4.25,385516487,eng,81170,548
5414,'Salem's Lot,Stephen King-Ron McLarty,4.01,743536967,eng,227,549
5415,'Salem's Lot,Stephen King,4.01,965772411,eng,959,550
5416,The Shining / Salems Lot / Night Shift / Carrie,Stephen King,4.67,905712609,eng,1838,551
5417,Carrie / 'Salem's Lot / The Shining,Stephen King,4.53,517219026,eng,12320,552
5418,'Salem's Lot,Stephen King,4.01,451150651,eng,399,553
5419,'Salem's Lot,Stephen King,4.01,451092317,en-US,169,554
5420,'Salem's Lot,Stephen King,4.01,340770538,eng,24,555
5421,El misterio de Salem's Lot,Stephen King-Marta I. Guastavino,4.01,8497931025,spa,656,556
5427,Orientalism,Edward W. Said,4.09,141187425,eng,795,557
5428,Dangerous Knowledge: Orientalism and Its Discontents,Robert Irwin,3.7,158567835X,eng,56,558
5433,Orientalism History  Theory  and the Arts,John M. MacKenzie,2.95,719045789,eng,12,559
5434,Defending the West: A Critique of Edward Said's Orientalism,Ibn Warraq,3.62,1591024846,eng,93,560
5439,Interpreter of Maladies,Jhumpa Lahiri,4.14,618101365,eng,126443,561
5442,The Faiths of the Founding Fathers,David L. Holmes,3.86,195300920,en-US,450,562
5451,Sisterhood of the Traveling Pants / Second Summer of the Sisterhood / Girls in Pants (Sisterhood #1-3),Ann Brashares,4.02,385734247,eng,1984,563
5452,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,3.82,553375938,eng,59536,564
5453,Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,3.81,385729367,eng,60767,565
5454,The Second Summer of the Sisterhood (Sisterhood  #2),Ann Brashares,3.79,385731051,eng,72687,566
5458,Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park-Denise Brunkus,4.03,375823026,en-US,103,567
5471,Nineteen Eighty-Four,George Orwell-Thomas Pynchon,4.17,452284236,eng,9298,568
5472,Animal Farm / 1984,George Orwell-Christopher Hitchens,4.28,151010269,eng,140015,569
5478,Nineteen Eighty-Four,George Orwell,4.17,1421808323,eng,216,572
5479,Brave New World / Brave New World Revisited,Aldous Huxley-Christopher Hitchens,4.16,60776099,eng,123044,573
5480,Brave New World and Brave New World Revisited,Aldous Huxley-Christopher Hitchens,4.16,60535261,eng,395,574
